REQUEST_ID,PICKUP_POINT,DRIVER_ID,STATUS,REQUEST_TIMESTAMP,DROP_TIMESTAMP,REQUEST_HOUR,REQUEST_DAY,TIME_SLOT
2404,Airport,298,Trip Completed,07-12-2016 20:00,07-12-2016 20:56,20,07-12-2016,Evening
1244,City,299,Trip Completed,07-11-2016 21:38,07-11-2016 22:15,21,07-11-2016,Night
2249,City,299,Trip Completed,07-12-2016 18:24,07-12-2016 19:09,18,07-12-2016,Evening
1315,Airport,300,Trip Completed,07-11-2016 22:54,07-11-2016 23:35,22,07-11-2016,Night
2347,Airport,2,Cancelled,07-12-2016 19:14,,19,07-12-2016,Evening
80,City,3,Cancelled,07-11-2016 04:47,,4,07-11-2016,Late Night
534,City,3,Cancelled,07-11-2016 10:01,,10,07-11-2016,Afternoon
1867,Airport,3,Cancelled,07-12-2016 09:59,,9,07-12-2016,Morning
748,City,4,Cancelled,07-11-2016 15:49,,15,07-11-2016,Afternoon
1254,Airport,4,Cancelled,07-11-2016 21:53,,21,07-11-2016,Night
247,City,7,Cancelled,07-11-2016 06:33,,6,07-11-2016,Morning
2582,Airport,7,Cancelled,07-12-2016 21:42,,21,07-12-2016,Night
1687,City,8,Cancelled,07-12-2016 07:51,,7,07-12-2016,Morning
150,City,9,Cancelled,07-11-2016 05:24,,5,07-11-2016,Morning
233,City,9,Cancelled,07-11-2016 06:27,,6,07-11-2016,Morning
1880,City,9,Cancelled,07-12-2016 10:01,,10,07-12-2016,Afternoon
570,City,13,Cancelled,07-11-2016 10:36,,10,07-11-2016,Afternoon
1691,City,13,Cancelled,07-12-2016 07:54,,7,07-12-2016,Morning
306,City,15,Cancelled,07-11-2016 07:20,,7,07-11-2016,Morning
92,City,16,Cancelled,07-11-2016 04:53,,4,07-11-2016,Late Night
1648,City,17,Cancelled,07-12-2016 07:20,,7,07-12-2016,Morning
1894,Airport,19,Cancelled,07-12-2016 10:19,,10,07-12-2016,Afternoon
352,City,20,Cancelled,07-11-2016 07:54,,7,07-11-2016,Morning
1841,City,20,Cancelled,07-12-2016 09:41,,9,07-12-2016,Morning
1885,City,20,Cancelled,07-12-2016 10:04,,10,07-12-2016,Afternoon
96,City,21,Cancelled,07-11-2016 04:58,,4,07-11-2016,Late Night
132,City,21,Cancelled,07-11-2016 05:15,,5,07-11-2016,Morning
232,City,22,Cancelled,07-11-2016 06:26,,6,07-11-2016,Morning
275,City,22,Cancelled,07-11-2016 07:00,,7,07-11-2016,Morning
554,City,22,Cancelled,07-11-2016 10:13,,10,07-11-2016,Afternoon
1462,Airport,23,Cancelled,07-12-2016 05:01,,5,07-12-2016,Morning
196,Airport,24,Cancelled,07-11-2016 06:07,,6,07-11-2016,Morning
236,City,24,Cancelled,07-11-2016 06:32,,6,07-11-2016,Morning
1502,City,24,Cancelled,07-12-2016 05:37,,5,07-12-2016,Morning
1615,City,24,Cancelled,07-12-2016 06:52,,6,07-12-2016,Morning
1794,City,25,Cancelled,07-12-2016 09:03,,9,07-12-2016,Morning
276,City,27,Cancelled,07-11-2016 06:52,,6,07-11-2016,Morning
1613,City,27,Cancelled,07-12-2016 06:47,,6,07-12-2016,Morning
1539,City,28,Cancelled,07-12-2016 06:04,,6,07-12-2016,Morning
1770,City,28,Cancelled,07-12-2016 08:50,,8,07-12-2016,Morning
1921,City,28,Cancelled,07-12-2016 10:58,,10,07-12-2016,Afternoon
2079,Airport,29,Cancelled,07-12-2016 15:43,,15,07-12-2016,Afternoon
218,City,30,Cancelled,07-11-2016 06:14,,6,07-11-2016,Morning
840,Airport,30,Cancelled,07-11-2016 17:41,,17,07-11-2016,Evening
1642,City,30,Cancelled,07-12-2016 07:17,,7,07-12-2016,Morning
1475,City,31,Cancelled,07-12-2016 05:12,,5,07-12-2016,Morning
2179,Airport,31,Cancelled,07-12-2016 17:36,,17,07-12-2016,Evening
400,City,32,Cancelled,07-11-2016 08:29,,8,07-11-2016,Morning
2146,Airport,32,Cancelled,07-12-2016 17:21,,17,07-12-2016,Evening
2305,City,33,Cancelled,07-12-2016 18:56,,18,07-12-2016,Evening
457,City,34,Cancelled,07-11-2016 09:17,,9,07-11-2016,Morning
511,City,34,Cancelled,07-11-2016 09:40,,9,07-11-2016,Morning
2530,City,35,Cancelled,07-12-2016 21:07,,21,07-12-2016,Night
2596,City,35,Cancelled,07-12-2016 21:53,,21,07-12-2016,Night
200,City,36,Cancelled,07-11-2016 06:10,,6,07-11-2016,Morning
1531,City,36,Cancelled,07-12-2016 05:54,,5,07-12-2016,Morning
572,Airport,38,Cancelled,07-11-2016 10:48,,10,07-11-2016,Afternoon
1566,City,38,Cancelled,07-12-2016 06:22,,6,07-12-2016,Morning
2266,Airport,38,Cancelled,07-12-2016 18:33,,18,07-12-2016,Evening
1649,City,39,Cancelled,07-12-2016 07:24,,7,07-12-2016,Morning
126,City,40,Cancelled,07-11-2016 05:05,,5,07-11-2016,Morning
436,City,40,Cancelled,07-11-2016 08:55,,8,07-11-2016,Morning
1620,City,40,Cancelled,07-12-2016 06:55,,6,07-12-2016,Morning
2206,City,40,Cancelled,07-12-2016 17:55,,17,07-12-2016,Evening
2131,City,41,Cancelled,07-12-2016 17:04,,17,07-12-2016,Evening
401,City,43,Cancelled,07-11-2016 08:27,,8,07-11-2016,Morning
461,City,43,Cancelled,07-11-2016 09:15,,9,07-11-2016,Morning
289,City,44,Cancelled,07-11-2016 07:09,,7,07-11-2016,Morning
1303,City,44,Cancelled,07-11-2016 22:27,,22,07-11-2016,Night
1817,City,44,Cancelled,07-12-2016 09:29,,9,07-12-2016,Morning
1520,City,45,Cancelled,07-12-2016 05:42,,5,07-12-2016,Morning
1789,City,45,Cancelled,07-12-2016 09:10,,9,07-12-2016,Morning
2484,Airport,45,Cancelled,07-12-2016 20:41,,20,07-12-2016,Evening
424,City,46,Cancelled,07-11-2016 08:47,,8,07-11-2016,Morning
377,City,47,Cancelled,07-11-2016 08:11,,8,07-11-2016,Morning
454,City,47,Cancelled,07-11-2016 09:10,,9,07-11-2016,Morning
1603,City,47,Cancelled,07-12-2016 06:41,,6,07-12-2016,Morning
2526,Airport,48,Cancelled,07-12-2016 21:06,,21,07-12-2016,Night
141,City,49,Cancelled,07-11-2016 05:20,,5,07-11-2016,Morning
491,City,49,Cancelled,07-11-2016 09:29,,9,07-11-2016,Morning
1875,City,49,Cancelled,07-12-2016 10:02,,10,07-12-2016,Afternoon
209,City,50,Cancelled,07-11-2016 06:11,,6,07-11-2016,Morning
278,City,50,Cancelled,07-11-2016 06:55,,6,07-11-2016,Morning
1381,City,50,Cancelled,07-12-2016 01:07,,1,07-12-2016,Late Night
1781,City,52,Cancelled,07-12-2016 09:01,,9,07-12-2016,Morning
1787,City,52,Cancelled,07-12-2016 09:08,,9,07-12-2016,Morning
2423,Airport,52,Cancelled,07-12-2016 20:05,,20,07-12-2016,Evening
411,City,53,Cancelled,07-11-2016 08:37,,8,07-11-2016,Morning
216,City,54,Cancelled,07-11-2016 06:13,,6,07-11-2016,Morning
1898,City,54,Cancelled,07-12-2016 10:27,,10,07-12-2016,Afternoon
2077,City,54,Cancelled,07-12-2016 15:40,,15,07-12-2016,Afternoon
2486,Airport,54,Cancelled,07-12-2016 20:50,,20,07-12-2016,Evening
237,City,56,Cancelled,07-11-2016 06:29,,6,07-11-2016,Morning
323,City,57,Cancelled,07-11-2016 07:36,,7,07-11-2016,Morning
421,City,57,Cancelled,07-11-2016 08:43,,8,07-11-2016,Morning
1458,City,57,Cancelled,07-12-2016 04:52,,4,07-12-2016,Late Night
1034,Airport,58,Cancelled,07-11-2016 19:27,,19,07-11-2016,Evening
1543,City,58,Cancelled,07-12-2016 06:02,,6,07-12-2016,Morning
328,City,59,Cancelled,07-11-2016 07:33,,7,07-11-2016,Morning
580,City,59,Cancelled,07-11-2016 10:59,,10,07-11-2016,Afternoon
235,City,61,Cancelled,07-11-2016 06:22,,6,07-11-2016,Morning
2109,Airport,61,Cancelled,07-12-2016 16:20,,16,07-12-2016,Afternoon
111,City,62,Cancelled,07-11-2016 05:06,,5,07-11-2016,Morning
168,City,62,Cancelled,07-11-2016 05:37,,5,07-11-2016,Morning
187,City,62,Cancelled,07-11-2016 05:57,,5,07-11-2016,Morning
1492,City,62,Cancelled,07-12-2016 05:30,,5,07-12-2016,Morning
474,City,63,Cancelled,07-11-2016 09:24,,9,07-11-2016,Morning
1722,City,63,Cancelled,07-12-2016 08:17,,8,07-12-2016,Morning
1325,City,64,Cancelled,07-11-2016 23:06,,23,07-11-2016,Night
1723,City,65,Cancelled,07-12-2016 08:18,,8,07-12-2016,Morning
1513,City,66,Cancelled,07-12-2016 05:44,,5,07-12-2016,Morning
2011,City,66,Cancelled,07-12-2016 13:30,,13,07-12-2016,Afternoon
176,City,67,Cancelled,07-11-2016 05:42,,5,07-11-2016,Morning
386,City,68,Cancelled,07-11-2016 08:29,,8,07-11-2016,Morning
528,City,68,Cancelled,07-11-2016 09:50,,9,07-11-2016,Morning
2556,Airport,68,Cancelled,07-12-2016 21:24,,21,07-12-2016,Night
245,City,69,Cancelled,07-11-2016 06:33,,6,07-11-2016,Morning
1532,City,69,Cancelled,07-12-2016 05:54,,5,07-12-2016,Morning
99,City,70,Cancelled,07-11-2016 05:00,,5,07-11-2016,Morning
162,City,70,Cancelled,07-11-2016 05:34,,5,07-11-2016,Morning
307,City,70,Cancelled,07-11-2016 07:20,,7,07-11-2016,Morning
1767,City,70,Cancelled,07-12-2016 08:46,,8,07-12-2016,Morning
353,City,72,Cancelled,07-11-2016 07:55,,7,07-11-2016,Morning
397,City,72,Cancelled,07-11-2016 08:23,,8,07-11-2016,Morning
1843,City,72,Cancelled,07-12-2016 09:39,,9,07-12-2016,Morning
2019,City,72,Cancelled,07-12-2016 13:46,,13,07-12-2016,Afternoon
1732,City,73,Cancelled,07-12-2016 08:19,,8,07-12-2016,Morning
1984,City,73,Cancelled,07-12-2016 12:30,,12,07-12-2016,Afternoon
2048,Airport,74,Cancelled,07-12-2016 14:40,,14,07-12-2016,Afternoon
1426,City,76,Cancelled,07-12-2016 04:24,,4,07-12-2016,Late Night
1704,City,77,Cancelled,07-12-2016 07:59,,7,07-12-2016,Morning
210,City,79,Cancelled,07-11-2016 06:12,,6,07-11-2016,Morning
403,City,79,Cancelled,07-11-2016 08:35,,8,07-11-2016,Morning
568,Airport,79,Cancelled,07-11-2016 10:23,,10,07-11-2016,Afternoon
856,City,79,Cancelled,07-11-2016 17:47,,17,07-11-2016,Evening
1757,City,79,Cancelled,07-12-2016 08:38,,8,07-12-2016,Morning
2003,Airport,81,Cancelled,07-12-2016 13:19,,13,07-12-2016,Afternoon
1881,City,82,Cancelled,07-12-2016 10:04,,10,07-12-2016,Afternoon
1557,City,83,Cancelled,07-12-2016 06:17,,6,07-12-2016,Morning
1661,City,83,Cancelled,07-12-2016 07:30,,7,07-12-2016,Morning
2022,City,83,Cancelled,07-12-2016 13:45,,13,07-12-2016,Afternoon
536,City,84,Cancelled,07-11-2016 09:59,,9,07-11-2016,Morning
1134,Airport,84,Cancelled,07-11-2016 20:33,,20,07-11-2016,Evening
1604,City,84,Cancelled,07-12-2016 06:37,,6,07-12-2016,Morning
1653,City,84,Cancelled,07-12-2016 07:27,,7,07-12-2016,Morning
1695,City,84,Cancelled,07-12-2016 07:57,,7,07-12-2016,Morning
324,City,85,Cancelled,07-11-2016 07:40,,7,07-11-2016,Morning
1294,City,87,Cancelled,07-11-2016 22:26,,22,07-11-2016,Night
428,City,88,Cancelled,07-11-2016 08:48,,8,07-11-2016,Morning
450,City,88,Cancelled,07-11-2016 09:11,,9,07-11-2016,Morning
432,City,89,Cancelled,07-11-2016 08:52,,8,07-11-2016,Morning
2491,Airport,89,Cancelled,07-12-2016 20:55,,20,07-12-2016,Evening
543,City,91,Cancelled,07-11-2016 10:03,,10,07-11-2016,Afternoon
2552,City,93,Cancelled,07-12-2016 21:23,,21,07-12-2016,Night
202,City,94,Cancelled,07-11-2016 06:09,,6,07-11-2016,Morning
341,City,94,Cancelled,07-11-2016 07:46,,7,07-11-2016,Morning
1231,City,97,Cancelled,07-11-2016 21:34,,21,07-11-2016,Night
1589,City,97,Cancelled,07-12-2016 06:35,,6,07-12-2016,Morning
1815,City,97,Cancelled,07-12-2016 09:20,,9,07-12-2016,Morning
239,City,98,Cancelled,07-11-2016 06:25,,6,07-11-2016,Morning
551,City,98,Cancelled,07-11-2016 10:10,,10,07-11-2016,Afternoon
2097,Airport,98,Cancelled,07-12-2016 16:03,,16,07-12-2016,Afternoon
2613,Airport,98,Cancelled,07-12-2016 22:06,,22,07-12-2016,Night
482,City,99,Cancelled,07-11-2016 09:25,,9,07-11-2016,Morning
544,City,99,Cancelled,07-11-2016 10:07,,10,07-11-2016,Afternoon
1227,Airport,99,Cancelled,07-11-2016 21:32,,21,07-11-2016,Night
1489,City,99,Cancelled,07-12-2016 05:21,,5,07-12-2016,Morning
2588,Airport,99,Cancelled,07-12-2016 21:45,,21,07-12-2016,Night
1356,City,101,Cancelled,07-11-2016 23:42,,23,07-11-2016,Night
1403,City,101,Cancelled,07-12-2016 02:39,,2,07-12-2016,Late Night
2459,Airport,101,Cancelled,07-12-2016 20:30,,20,07-12-2016,Evening
1733,City,102,Cancelled,07-12-2016 08:23,,8,07-12-2016,Morning
1937,Airport,102,Cancelled,07-12-2016 11:26,,11,07-12-2016,Afternoon
334,City,103,Cancelled,07-11-2016 07:40,,7,07-11-2016,Morning
1107,City,103,Cancelled,07-11-2016 20:14,,20,07-11-2016,Evening
427,City,104,Cancelled,07-11-2016 08:48,,8,07-11-2016,Morning
852,Airport,104,Cancelled,07-11-2016 17:48,,17,07-11-2016,Evening
1931,City,104,Cancelled,07-12-2016 11:13,,11,07-12-2016,Afternoon
308,City,105,Cancelled,07-11-2016 07:22,,7,07-11-2016,Morning
212,City,106,Cancelled,07-11-2016 06:09,,6,07-11-2016,Morning
252,City,107,Cancelled,07-11-2016 06:36,,6,07-11-2016,Morning
391,City,107,Cancelled,07-11-2016 08:24,,8,07-11-2016,Morning
412,City,107,Cancelled,07-11-2016 08:37,,8,07-11-2016,Morning
381,City,108,Cancelled,07-11-2016 08:16,,8,07-11-2016,Morning
1864,City,109,Cancelled,07-12-2016 09:54,,9,07-12-2016,Morning
2073,City,109,Cancelled,07-12-2016 15:27,,15,07-12-2016,Afternoon
326,City,110,Cancelled,07-11-2016 07:33,,7,07-11-2016,Morning
1401,City,110,Cancelled,07-12-2016 02:42,,2,07-12-2016,Late Night
149,City,111,Cancelled,07-11-2016 05:29,,5,07-11-2016,Morning
368,City,111,Cancelled,07-11-2016 08:06,,8,07-11-2016,Morning
1927,City,111,Cancelled,07-12-2016 11:08,,11,07-12-2016,Afternoon
2068,Airport,112,Cancelled,07-12-2016 15:13,,15,07-12-2016,Afternoon
2396,Airport,112,Cancelled,07-12-2016 19:52,,19,07-12-2016,Evening
2117,City,113,Cancelled,07-12-2016 16:33,,16,07-12-2016,Afternoon
188,City,114,Cancelled,07-11-2016 05:54,,5,07-11-2016,Morning
1699,City,114,Cancelled,07-12-2016 08:02,,8,07-12-2016,Morning
354,City,116,Cancelled,07-11-2016 07:59,,7,07-11-2016,Morning
1618,City,116,Cancelled,07-12-2016 06:52,,6,07-12-2016,Morning
1660,City,118,Cancelled,07-12-2016 07:26,,7,07-12-2016,Morning
174,Airport,119,Cancelled,07-11-2016 05:44,,5,07-11-2016,Morning
321,City,119,Cancelled,07-11-2016 07:30,,7,07-11-2016,Morning
404,City,120,Cancelled,07-11-2016 08:39,,8,07-11-2016,Morning
2474,Airport,120,Cancelled,07-12-2016 20:35,,20,07-12-2016,Evening
437,City,123,Cancelled,07-11-2016 08:59,,8,07-11-2016,Morning
122,City,124,Cancelled,07-11-2016 05:14,,5,07-11-2016,Morning
848,Airport,126,Cancelled,07-11-2016 17:44,,17,07-11-2016,Evening
1674,City,126,Cancelled,07-12-2016 07:47,,7,07-12-2016,Morning
549,City,128,Cancelled,07-11-2016 10:04,,10,07-11-2016,Afternoon
1776,Airport,128,Cancelled,07-12-2016 09:02,,9,07-12-2016,Morning
492,City,129,Cancelled,07-11-2016 09:32,,9,07-11-2016,Morning
963,Airport,129,Cancelled,07-11-2016 18:44,,18,07-11-2016,Evening
1505,City,129,Cancelled,07-12-2016 05:39,,5,07-12-2016,Morning
253,City,130,Cancelled,07-11-2016 06:43,,6,07-11-2016,Morning
379,City,130,Cancelled,07-11-2016 08:18,,8,07-11-2016,Morning
463,City,130,Cancelled,07-11-2016 09:12,,9,07-11-2016,Morning
1848,City,130,Cancelled,07-12-2016 09:41,,9,07-12-2016,Morning
229,City,131,Cancelled,07-11-2016 06:23,,6,07-11-2016,Morning
1683,City,131,Cancelled,07-12-2016 07:57,,7,07-12-2016,Morning
1728,City,131,Cancelled,07-12-2016 08:20,,8,07-12-2016,Morning
1777,City,131,Cancelled,07-12-2016 08:58,,8,07-12-2016,Morning
1868,City,131,Cancelled,07-12-2016 09:59,,9,07-12-2016,Morning
1738,City,132,Cancelled,07-12-2016 08:26,,8,07-12-2016,Morning
1114,Airport,134,Cancelled,07-11-2016 20:19,,20,07-11-2016,Evening
1742,City,135,Cancelled,07-12-2016 08:30,,8,07-12-2016,Morning
1979,Airport,135,Cancelled,07-12-2016 12:25,,12,07-12-2016,Afternoon
1555,Airport,136,Cancelled,07-12-2016 06:10,,6,07-12-2016,Morning
2672,City,136,Cancelled,07-12-2016 23:41,,23,07-12-2016,Night
164,City,137,Cancelled,07-11-2016 05:40,,5,07-11-2016,Morning
466,City,138,Cancelled,07-11-2016 09:14,,9,07-11-2016,Morning
1678,City,138,Cancelled,07-12-2016 07:39,,7,07-12-2016,Morning
1801,City,138,Cancelled,07-12-2016 09:18,,9,07-12-2016,Morning
1819,City,138,Cancelled,07-12-2016 09:25,,9,07-12-2016,Morning
1697,City,139,Cancelled,07-12-2016 07:59,,7,07-12-2016,Morning
1853,City,139,Cancelled,07-12-2016 09:51,,9,07-12-2016,Morning
1955,Airport,140,Cancelled,07-12-2016 11:47,,11,07-12-2016,Afternoon
1795,City,141,Cancelled,07-12-2016 09:03,,9,07-12-2016,Morning
2049,Airport,141,Cancelled,07-12-2016 14:45,,14,07-12-2016,Afternoon
556,City,142,Cancelled,07-11-2016 10:11,,10,07-11-2016,Afternoon
1854,City,142,Cancelled,07-12-2016 09:47,,9,07-12-2016,Morning
1897,City,142,Cancelled,07-12-2016 10:23,,10,07-12-2016,Afternoon
2537,City,142,Cancelled,07-12-2016 21:13,,21,07-12-2016,Night
1982,City,143,Cancelled,07-12-2016 12:20,,12,07-12-2016,Afternoon
85,City,144,Cancelled,07-11-2016 04:47,,4,07-11-2016,Late Night
459,City,144,Cancelled,07-11-2016 09:17,,9,07-11-2016,Morning
1507,City,144,Cancelled,07-12-2016 05:44,,5,07-12-2016,Morning
317,City,145,Cancelled,07-11-2016 07:29,,7,07-11-2016,Morning
1267,City,146,Cancelled,07-11-2016 22:01,,22,07-11-2016,Night
2026,Airport,146,Cancelled,07-12-2016 14:00,,14,07-12-2016,Afternoon
2150,City,146,Cancelled,07-12-2016 17:16,,17,07-12-2016,Evening
2389,City,146,Cancelled,07-12-2016 19:52,,19,07-12-2016,Evening
954,Airport,147,Cancelled,07-11-2016 18:35,,18,07-11-2016,Evening
774,Airport,148,Cancelled,07-11-2016 16:28,,16,07-11-2016,Afternoon
1561,City,149,Cancelled,07-12-2016 06:14,,6,07-12-2016,Morning
1888,City,149,Cancelled,07-12-2016 10:12,,10,07-12-2016,Afternoon
1116,Airport,150,Cancelled,07-11-2016 20:25,,20,07-11-2016,Evening
227,Airport,151,Cancelled,07-11-2016 06:20,,6,07-11-2016,Morning
1434,City,151,Cancelled,07-12-2016 04:43,,4,07-12-2016,Late Night
358,City,153,Cancelled,07-11-2016 08:00,,8,07-11-2016,Morning
865,Airport,153,Cancelled,07-11-2016 17:58,,17,07-11-2016,Evening
1202,Airport,154,Cancelled,07-11-2016 21:20,,21,07-11-2016,Night
1172,Airport,155,Cancelled,07-11-2016 20:49,,20,07-11-2016,Evening
1245,Airport,156,Cancelled,07-11-2016 21:41,,21,07-11-2016,Night
1544,City,157,Cancelled,07-12-2016 06:04,,6,07-12-2016,Morning
76,City,158,Cancelled,07-11-2016 04:45,,4,07-11-2016,Late Night
366,City,158,Cancelled,07-11-2016 08:04,,8,07-11-2016,Morning
371,City,158,Cancelled,07-11-2016 08:07,,8,07-11-2016,Morning
181,City,159,Cancelled,07-11-2016 05:46,,5,07-11-2016,Morning
1503,City,159,Cancelled,07-12-2016 05:39,,5,07-12-2016,Morning
1863,City,159,Cancelled,07-12-2016 09:55,,9,07-12-2016,Morning
175,City,160,Cancelled,07-11-2016 05:45,,5,07-11-2016,Morning
1749,City,160,Cancelled,07-12-2016 08:33,,8,07-12-2016,Morning
319,City,161,Cancelled,07-11-2016 07:33,,7,07-11-2016,Morning
439,City,161,Cancelled,07-11-2016 08:55,,8,07-11-2016,Morning
736,City,163,Cancelled,07-11-2016 15:27,,15,07-11-2016,Afternoon
929,Airport,163,Cancelled,07-11-2016 18:24,,18,07-11-2016,Evening
1793,City,163,Cancelled,07-12-2016 09:13,,9,07-12-2016,Morning
345,City,164,Cancelled,07-11-2016 07:52,,7,07-11-2016,Morning
1051,Airport,164,Cancelled,07-11-2016 19:44,,19,07-11-2016,Evening
261,City,165,Cancelled,07-11-2016 06:42,,6,07-11-2016,Morning
525,City,165,Cancelled,07-11-2016 09:52,,9,07-11-2016,Morning
1500,City,165,Cancelled,07-12-2016 05:32,,5,07-12-2016,Morning
1640,City,165,Cancelled,07-12-2016 07:18,,7,07-12-2016,Morning
1190,Airport,166,Cancelled,07-11-2016 21:13,,21,07-11-2016,Night
1549,City,166,Cancelled,07-12-2016 06:02,,6,07-12-2016,Morning
1623,City,167,Cancelled,07-12-2016 06:58,,6,07-12-2016,Morning
2061,City,167,Cancelled,07-12-2016 15:05,,15,07-12-2016,Afternoon
240,City,168,Cancelled,07-11-2016 06:29,,6,07-11-2016,Morning
1011,Airport,168,Cancelled,07-11-2016 19:08,,19,07-11-2016,Evening
1755,City,168,Cancelled,07-12-2016 08:40,,8,07-12-2016,Morning
1893,City,168,Cancelled,07-12-2016 10:17,,10,07-12-2016,Afternoon
177,City,169,Cancelled,07-11-2016 05:48,,5,07-11-2016,Morning
1162,Airport,169,Cancelled,07-11-2016 20:43,,20,07-11-2016,Evening
1456,City,169,Cancelled,07-12-2016 04:56,,4,07-12-2016,Late Night
1472,City,169,Cancelled,07-12-2016 05:08,,5,07-12-2016,Morning
903,City,170,Cancelled,07-11-2016 18:14,,18,07-11-2016,Evening
1969,Airport,170,Cancelled,07-12-2016 12:07,,12,07-12-2016,Afternoon
77,City,171,Cancelled,07-11-2016 04:46,,4,07-11-2016,Late Night
1828,City,172,Cancelled,07-12-2016 09:33,,9,07-12-2016,Morning
127,City,173,Cancelled,07-11-2016 05:10,,5,07-11-2016,Morning
86,City,174,Cancelled,07-11-2016 04:51,,4,07-11-2016,Late Night
550,City,174,Cancelled,07-11-2016 10:04,,10,07-11-2016,Afternoon
2275,City,175,Cancelled,07-12-2016 18:34,,18,07-12-2016,Evening
293,City,176,Cancelled,07-11-2016 07:07,,7,07-11-2016,Morning
355,City,176,Cancelled,07-11-2016 07:54,,7,07-11-2016,Morning
683,Airport,176,Cancelled,07-11-2016 13:40,,13,07-11-2016,Afternoon
1490,City,176,Cancelled,07-12-2016 05:21,,5,07-12-2016,Morning
1796,City,176,Cancelled,07-12-2016 09:06,,9,07-12-2016,Morning
433,City,177,Cancelled,07-11-2016 08:57,,8,07-11-2016,Morning
1607,City,177,Cancelled,07-12-2016 06:41,,6,07-12-2016,Morning
2466,Airport,178,Cancelled,07-12-2016 20:34,,20,07-12-2016,Evening
1650,City,180,Cancelled,07-12-2016 07:14,,7,07-12-2016,Morning
2119,City,181,Cancelled,07-12-2016 16:41,,16,07-12-2016,Afternoon
105,City,182,Cancelled,07-11-2016 04:58,,4,07-11-2016,Late Night
1747,City,182,Cancelled,07-12-2016 08:27,,8,07-12-2016,Morning
217,City,183,Cancelled,07-11-2016 06:12,,6,07-11-2016,Morning
113,City,185,Cancelled,07-11-2016 05:09,,5,07-11-2016,Morning
1558,City,185,Cancelled,07-12-2016 06:13,,6,07-12-2016,Morning
2180,Airport,185,Cancelled,07-12-2016 17:42,,17,07-12-2016,Evening
378,City,186,Cancelled,07-11-2016 08:08,,8,07-11-2016,Morning
790,Airport,186,Cancelled,07-11-2016 16:56,,16,07-11-2016,Afternoon
1700,City,186,Cancelled,07-12-2016 07:58,,7,07-12-2016,Morning
480,City,187,Cancelled,07-11-2016 09:26,,9,07-11-2016,Morning
1632,City,187,Cancelled,07-12-2016 07:06,,7,07-12-2016,Morning
129,City,189,Cancelled,07-11-2016 05:10,,5,07-11-2016,Morning
1569,City,190,Cancelled,07-12-2016 06:21,,6,07-12-2016,Morning
1820,City,190,Cancelled,07-12-2016 09:24,,9,07-12-2016,Morning
1840,City,190,Cancelled,07-12-2016 09:37,,9,07-12-2016,Morning
224,City,191,Cancelled,07-11-2016 06:17,,6,07-11-2016,Morning
1833,City,192,Cancelled,07-12-2016 09:34,,9,07-12-2016,Morning
265,City,193,Cancelled,07-11-2016 06:47,,6,07-11-2016,Morning
833,Airport,193,Cancelled,07-11-2016 17:37,,17,07-11-2016,Evening
684,City,194,Cancelled,07-11-2016 13:32,,13,07-11-2016,Afternoon
718,City,194,Cancelled,07-11-2016 14:51,,14,07-11-2016,Afternoon
290,City,195,Cancelled,07-11-2016 07:13,,7,07-11-2016,Morning
1030,Airport,195,Cancelled,07-11-2016 19:14,,19,07-11-2016,Evening
526,City,197,Cancelled,07-11-2016 09:46,,9,07-11-2016,Morning
1887,City,197,Cancelled,07-12-2016 10:08,,10,07-12-2016,Afternoon
277,City,198,Cancelled,07-11-2016 06:59,,6,07-11-2016,Morning
2148,City,198,Cancelled,07-12-2016 17:22,,17,07-12-2016,Evening
546,City,199,Cancelled,07-11-2016 10:04,,10,07-11-2016,Afternoon
1115,Airport,199,Cancelled,07-11-2016 20:23,,20,07-11-2016,Evening
383,City,200,Cancelled,07-11-2016 08:21,,8,07-11-2016,Morning
749,Airport,200,Cancelled,07-11-2016 15:48,,15,07-11-2016,Afternoon
18,City,201,Cancelled,07-11-2016 01:16,,1,07-11-2016,Late Night
2125,Airport,201,Cancelled,07-12-2016 16:52,,16,07-12-2016,Afternoon
192,City,202,Cancelled,07-11-2016 05:56,,5,07-11-2016,Morning
1469,City,202,Cancelled,07-12-2016 05:05,,5,07-12-2016,Morning
1486,City,202,Cancelled,07-12-2016 05:20,,5,07-12-2016,Morning
1739,City,203,Cancelled,07-12-2016 08:30,,8,07-12-2016,Morning
119,City,204,Cancelled,07-11-2016 05:10,,5,07-11-2016,Morning
641,City,204,Cancelled,07-11-2016 12:31,,12,07-11-2016,Afternoon
98,City,205,Cancelled,07-11-2016 04:58,,4,07-11-2016,Late Night
1541,City,205,Cancelled,07-12-2016 06:04,,6,07-12-2016,Morning
130,City,206,Cancelled,07-11-2016 05:12,,5,07-11-2016,Morning
268,City,206,Cancelled,07-11-2016 06:52,,6,07-11-2016,Morning
644,Airport,206,Cancelled,07-11-2016 12:29,,12,07-11-2016,Afternoon
1572,City,206,Cancelled,07-12-2016 06:22,,6,07-12-2016,Morning
1619,City,206,Cancelled,07-12-2016 06:53,,6,07-12-2016,Morning
1668,City,206,Cancelled,07-12-2016 07:35,,7,07-12-2016,Morning
1707,City,206,Cancelled,07-12-2016 08:10,,8,07-12-2016,Morning
2113,Airport,206,Cancelled,07-12-2016 16:29,,16,07-12-2016,Afternoon
302,City,209,Cancelled,07-11-2016 07:17,,7,07-11-2016,Morning
